ID;SAFRA;CEP;IDADE;GENERO;RENDA;SCORE_F1;SCORE_F2;IND_BOM
497;201909;91250191;27;F;1290.0;289.0;517.0;0
498;201906;42850000;34;M;2900.0;2.0;554.0;1
499;201908;44540000;34;F;2500.0;717.0;483.0;0
500;201909;91360370;32;M;9000.0;241.0;668.0;0
501;201909;94075280;29;F;4000.0;484.0;731.0;1
502;201908;59072620;43;M;2200.0;594.0;660.0;1
503;201907;73402048;24;M;1300.0;731.0;679.0;1
504;201905;72814850;33;M;4300.0;604.0;519.0;1
505;201906;90660020;29;M;2000.0;588.0;760.0;1
506;201907;71928000;48;M;12400.0;741.0;739.0;1
507;201908;91350300;30;M;3000.0;763.0;660.0;1
508;201905;93530380;28;M;3000.0;573.0;640.0;1
509;201905;96600000;30;M;1300.0;812.0;728.0;1
510;201906;75600000;32;M;1950.0;476.0;586.0;0
511;201907;88780000;53;F;5000.0;707.0;858.0;1
512;201907;8900000;58;F;13000.0;526.0;699.0;1
513;201908;49300000;33;F;2000.0;622.0;698.0;1
514;201906;96030001;29;F;2000.0;501.0;634.0;1
515;201909;89802171;30;M;3246.0;602.0;778.0;1
516;201909;95055100;29;F;1856.0;339.0;720.0;1
517;201909;97610000;28;M;3000.0;616.0;638.0;1
518;201908;75692035;31;F;3600.0;752.0;673.0;1
519;201909;30451545;22;M;2789.0;847.0;729.0;1
520;201908;99700000;30;M;2360.0;773.0;766.0;1
521;201908;83060385;41;M;4500.0;496.0;733.0;1
522;201905;94430810;29;M;1200.0;663.0;580.0;0
523;201908;44056016;34;M;5000.0;535.0;665.0;1
524;201909;40713130;34;M;5050.0;540.0;625.0;1
525;201906;89340000;41;M;4500.0;682.0;806.0;0
526;201907;40487270;34;M;6000.0;454.0;613.0;1
527;201908;97410000;43;M;5000.0;865.0;758.0;1
528;201907;68790000;25;M;1500.0;551.0;633.0;1
529;201906;76160000;31;M;1650.0;643.0;723.0;1
530;201907;44571070;34;M;3000.0;73.0;741.0;0
531;201909;96745000;29;M;2000.0;328.0;699.0;1
532;201908;79060300;31;F;2800.0;386.0;591.0;1
533;201907;96090510;35;M;1500.0;478.0;667.0;1
534;201907;72878012;25;F;2500.0;685.0;743.0;1
535;201909;88820000;45;M;3400.0;565.0;641.0;1
536;201908;94425200;27;M;1212.0;663.0;650.0;1
537;201907;69054717;24;M;2100.0;613.0;669.0;0
538;201909;6449250;33;M;2610.0;468.0;697.0;1
539;201907;25215365;46;M;3000.0;297.0;649.0;0
540;201907;4240000;32;M;12000.0;445.0;683.0;1
541;201908;91900120;31;M;5000.0;915.0;702.0;1
542;201906;27521071;46;M;7500.0;786.0;853.0;1
543;201908;33935220;21;M;1600.0;657.0;646.0;1
544;201909;12229260;47;F;7000.0;638.0;738.0;1
545;201906;28960000;44;F;5478.8;903.0;589.0;0
546;201907;45580000;35;M;2500.0;445.0;601.0;0
547;201907;79700000;32;F;3500.0;514.0;506.0;1
548;201909;74125100;30;M;2500.0;570.0;560.0;0
549;201908;42809188;32;F;2500.0;389.0;563.0;0
550;201907;8230365;56;F;2700.0;429.0;823.0;1
551;201908;88133285;28;M;1600.0;616.0;716.0;1
552;201908;93700000;30;M;2800.0;707.0;676.0;1
553;201908;98600000;29;M;3100.0;830.0;765.0;1
554;201909;76974000;32;M;2500.0;414.0;556.0;1
555;201908;15081030;58;M;2500.0;596.0;796.0;1
556;201908;64606340;33;M;1900.0;602.0;677.0;1
557;201909;62882085;31;M;1800.0;772.0;691.0;1
558;201907;73025041;30;M;3800.0;565.0;737.0;1
559;201909;82510110;42;F;3000.0;658.0;635.0;1
560;201906;41701015;34;M;3000.0;510.0;553.0;1
561;201908;94820100;29;M;3500.0;335.0;831.0;1
562;201905;65067197;29;M;7039.82;724.0;652.0;1
563;201909;40435160;33;F;2850.0;401.0;732.0;0
564;201906;80010050;27;M;5300.0;577.0;677.0;1
565;201906;99010240;29;M;2500.0;377.0;595.0;0
566;201909;76970000;24;M;1540.0;775.0;676.0;1
567;201909;9210635;57;F;2600.0;341.0;771.0;1
568;201908;41745026;33;M;1200.0;450.0;765.0;1
569;201906;48925000;34;M;1953.0;646.0;784.0;1
570;201906;57081690;45;F;1500.0;836.0;623.0;1
571;201908;82650510;41;M;1800.0;517.0;582.0;0
572;201909;93612480;29;F;2500.0;741.0;689.0;0
573;201905;8465140;58;F;1500.0;384.0;724.0;1
574;201907;83409330;39;F;2500.0;415.0;585.0;0
575;201908;83409330;39;F;5000.0;576.0;701.0;0
576;201909;65050320;32;M;2200.0;2.0;732.0;1
577;201908;75620000;32;F;1400.0;212.0;573.0;1
578;201905;95870000;24;M;2000.0;638.0;646.0;0
579;201908;97170000;33;M;1900.0;437.0;671.0;1
580;201906;44007200;33;M;4500.0;677.0;500.0;0
581;201908;13207340;26;M;8000.0;672.0;785.0;1
582;201909;88050035;42;F;2000.0;820.0;776.0;1
583;201907;96202090;12;M;3200.0;739.0;681.0;1
584;201906;75828000;30;F;4000.0;506.0;633.0;1
585;201905;41600500;29;F;3300.0;658.0;775.0;1
586;201907;45051120;30;M;22000.0;834.0;701.0;1
587;201906;85807020;41;M;2500.0;2.0;582.0;0
588;201906;86042001;42;M;3258.0;837.0;691.0;1
589;201907;95870000;28;F;3000.0;546.0;750.0;1
590;201906;1325040;49;F;4400.0;574.0;682.0;1
591;201906;99700400;28;F;3000.0;535.0;594.0;0
592;201907;93130380;25;M;2570.9;559.0;598.0;1
593;201906;26535220;50;F;4005.0;517.0;743.0;0
594;201908;79620250;24;M;1292.0;342.0;600.0;1
595;201909;95670000;22;M;4000.0;803.0;642.0;1
596;201906;74425040;30;M;1800.0;528.0;636.0;1
597;201906;63180000;31;M;5800.0;294.0;673.0;0
598;201905;22231120;31;M;7500.0;20.0;564.0;0
599;201908;93046720;29;F;3200.0;742.0;737.0;1
600;201907;6445140;33;M;1832.0;155.0;620.0;0
601;201907;92310200;23;;4000.0;686.0;586.0;1
602;201907;92310200;23;F;4000.0;686.0;586.0;0
603;201907;57084160;43;M;3800.0;764.0;792.0;1
604;201908;27910110;48;M;5400.0;353.0;729.0;0
605;201909;4523014;30;F;12500.0;635.0;739.0;0
606;201908;80320290;40;M;1600.0;798.0;751.0;1
607;201906;57036440;42;F;14000.0;700.0;752.0;1
608;201908;77350000;30;M;2500.0;837.0;659.0;1
609;201908;54410010;42;M;13860.0;2.0;857.0;1
610;201906;73025066;31;F;3000.0;694.0;590.0;0
611;201908;71691121;28;F;5000.0;403.0;575.0;0
612;201907;88900000;39;M;4100.0;155.0;609.0;0
613;201906;88708070;41;M;2500.0;243.0;574.0;0
614;201908;68501340;23;M;3200.0;507.0;640.0;1
615;201906;74660040;31;F;3000.0;333.0;563.0;1
616;201909;95097580;25;F;1280.0;608.0;476.0;0
617;201908;91030000;28;M;2600.0;887.0;766.0;1
618;201909;60833196;31;F;2000.0;660.0;762.0;1
619;201909;92032440;27;M;4000.0;616.0;785.0;1
620;201908;21220030;50;M;4500.0;331.0;829.0;0
621;201907;79035190;30;M;8300.0;856.0;683.0;1
622;201907;58406143;43;M;6000.0;738.0;795.0;0
623;201905;48760000;33;M;8000.0;879.0;624.0;1
624;201907;59025360;42;M;1550.0;766.0;719.0;0
625;201909;20261241;45;F;7000.0;638.0;790.0;1
626;201906;40040468;33;F;3800.0;675.0;800.0;1
627;201909;69089000;28;M;2000.0;406.0;469.0;0
628;201908;73355002;30;M;2400.0;738.0;924.0;1
629;201908;69934000;24;M;2000.0;230.0;678.0;0
630;201909;88816260;24;F;1467.0;805.0;645.0;1
631;201906;88765000;39;F;5600.0;780.0;703.0;1
632;201909;74705170;30;F;1500.0;629.0;544.0;0
633;201909;86200000;42;F;3870.0;532.0;648.0;1
634;201907;98920000;24;M;1400.0;830.0;685.0;1
635;201909;71939360;46;F;5680.0;380.0;823.0;1
636;201905;49160000;30;F;2700.0;610.0;513.0;0
637;201905;38402253;42;M;2900.0;542.0;628.0;1
638;201907;64683000;24;M;4000.0;646.0;623.0;1
639;201905;95185000;28;M;2500.0;800.0;676.0;1
640;201906;50900540;41;M;4100.0;792.0;706.0;0
641;201909;45818000;40;M;4000.0;369.0;715.0;0
642;201906;95780000;27;M;2447.0;657.0;761.0;1
643;201909;95780000;27;M;2447.0;830.0;706.0;0
644;201907;90870220;31;M;2500.0;612.0;677.0;1
645;201907;90870220;31;M;2500.0;580.0;677.0;1
646;201906;92722530;28;M;4000.0;445.0;643.0;0
647;201906;93819254;25;M;1800.0;716.0;678.0;1
648;201908;85170000;41;M;2500.0;103.0;584.0;0
649;201905;78118100;25;M;2500.0;716.0;475.0;0
650;201905;80035230;40;M;3000.0;549.0;678.0;1
651;201905;42803880;32;M;2028.0;546.0;571.0;1
652;201907;86300000;41;M;5000.02;610.0;702.0;0
653;201909;72255108;30;M;2200.0;773.0;632.0;1
654;201908;41502475;28;M;4402.0;448.0;746.0;1
655;201908;41180120;30;M;3600.0;641.0;760.0;1
656;201907;11717410;31;M;1500.0;377.0;600.0;0
657;201906;93224498;30;M;5000.0;783.0;806.0;1
658;201909;36036360;26;F;1450.0;409.0;592.0;1
659;201909;94065360;27;M;2657.34;814.0;715.0;0
660;201906;45928000;29;M;2000.0;672.0;558.0;0
661;201908;49945000;33;M;3000.0;392.0;681.0;0
662;201909;90035006;32;M;2500.0;;530.0;0
663;201907;96600000;27;F;2000.0;562.0;608.0;1
664;201908;96166000;26;M;1700.0;165.0;550.0;0
665;201909;65110000;32;M;3000.0;616.0;799.0;1
666;201908;77305000;31;M;1429.0;602.0;752.0;1
667;201905;75850000;30;M;2500.0;515.0;731.0;0
668;201908;80040352;43;F;16000.0;579.0;747.0;1
669;201907;68515000;24;F;1600.0;495.0;573.0;0
670;201908;75600000;29;M;2000.0;652.0;680.0;1
671;201906;13212751;31;M;6000.0;552.0;793.0;1
672;201907;41810110;33;F;15000.0;856.0;755.0;1
673;201906;21831055;47;M;3300.0;219.0;664.0;0
674;201905;95171024;25;F;1700.0;758.0;767.0;1
675;201909;85840000;45;F;1200.0;465.0;605.0;1
676;201908;75711560;25;M;2450.0;830.0;630.0;1
677;201906;75262260;28;M;4000.0;758.0;628.0;1
678;201908;89145000;38;F;4000.0;752.0;696.0;0
679;201908;76590000;30;M;1500.0;391.0;459.0;0
680;201907;41825000;32;F;2500.0;812.0;657.0;1
681;201907;99713110;26;M;2816.0;317.0;717.0;1
682;201905;85501970;36;M;5000.0;722.0;804.0;1
683;201909;89275000;39;M;2000.0;798.0;749.0;1
684;201906;78320000;28;M;4576.0;531.0;768.0;1
685;201909;71573025;30;M;1800.0;655.0;811.0;1
686;201908;99300000;28;M;1800.0;577.0;679.0;0
687;201907;80410180;42;F;2300.0;549.0;744.0;1
688;201905;76808800;24;M;2600.0;683.0;529.0;1
689;201907;73840615;24;M;1500.0;543.0;524.0;0
690;201909;4141001;41;F;4000.0;57.0;588.0;0
691;201909;27570000;43;F;10000.0;840.0;694.0;1
692;201908;69380000;23;M;2000.0;320.0;613.0;1
693;201907;98700000;25;F;2300.0;534.0;587.0;1
694;201905;93180000;27;M;4200.0;736.0;697.0;0
695;201909;90130001;28;M;4500.0;696.0;644.0;1
696;201909;27288540;48;F;5800.0;213.0;708.0;1
697;201907;86609000;40;F;2500.0;433.0;727.0;1
698;201906;71908360;30;F;5000.0;825.0;621.0;1
699;201908;87370000;46;F;2800.0;423.0;672.0;0
700;201907;26295054;53;M;1800.0;780.0;738.0;1
701;201907;74990410;31;M;2400.0;453.0;704.0;0
702;201907;95660000;25;F;1998.0;773.0;576.0;1
703;201909;40279435;31;M;15000.0;559.0;767.0;1
704;201905;26051010;47;M;3400.0;559.0;679.0;1
705;201907;65700000;30;;2500.0;826.0;814.0;1
706;201908;83045230;43;M;3500.0;520.0;671.0;1
707;201909;41760150;30;M;3500.0;677.0;586.0;1
708;201907;85710000;39;F;2500.0;398.0;639.0;1
709;201905;95555000;23;M;3859.64;482.0;664.0;1
710;201908;99300000;22;M;1500.0;629.0;602.0;1
711;201905;60360060;25;M;1294.23;834.0;678.0;1
712;201909;95552000;29;M;2300.0;660.0;776.0;1
713;201909;49200000;31;F;5000.0;830.0;715.0;1
714;201909;76170000;29;F;3000.0;495.0;625.0;1
715;201908;44574200;33;M;2500.0;509.0;681.0;1
716;201905;76824288;22;F;2500.0;672.0;663.0;1
717;201906;13473020;53;F;11500.0;658.0;785.0;1
718;201909;58000000;39;F;2200.0;909.0;743.0;1
719;201908;74927016;31;F;2500.0;528.0;713.0;1
720;201907;44021140;32;F;2800.0;498.0;839.0;1
721;201905;88338480;40;M;9600.0;504.0;747.0;1
722;201909;21921690;45;F;8000.0;826.0;668.0;1
723;201906;58434655;44;F;3110.0;848.0;751.0;1
724;201905;71020064;31;M;2000.0;512.0;782.0;1
725;201907;57044100;28;M;2500.0;243.0;658.0;0
726;201909;90450001;27;F;2000.0;61.0;683.0;1
727;201908;41705320;36;F;2000.0;470.0;595.0;0
728;201909;30840460;31;M;12000.0;475.0;632.0;1
729;201908;55014300;42;M;7500.0;682.0;774.0;1
730;201909;80320210;39;M;6750.0;861.0;770.0;1
731;201907;89900000;39;F;3200.0;736.0;803.0;1
732;201908;56220000;39;F;3000.0;453.0;657.0;1
733;201907;72885480;22;M;1300.0;489.0;594.0;0
734;201905;95630000;26;F;2500.0;812.0;699.0;1
735;201907;69980000;21;M;1800.0;492.0;711.0;0
736;201906;78810000;27;F;2600.0;636.0;710.0;1
737;201906;48280000;31;F;5000.0;521.0;688.0;1
738;201908;77019427;28;M;3500.0;781.0;762.0;1
739;201907;75908779;27;M;8000.0;794.0;681.0;1
740;201908;77062048;23;F;4800.0;2.0;522.0;0
741;201909;37576000;44;F;3600.0;854.0;625.0;1
742;201907;21235610;46;F;10000.0;626.0;658.0;1
743;201907;82630550;39;F;3500.0;397.0;711.0;1
744;201909;9190260;56;M;15000.0;825.0;741.0;1
745;201907;71907720;29;F;5030.0;594.0;776.0;1
746;201909;36037510;41;F;3500.0;490.0;531.0;1
747;201907;74820250;29;M;1244.31;767.0;626.0;1
748;201908;99300000;28;M;1900.0;749.0;752.0;1
749;201908;83040170;39;M;6000.0;370.0;780.0;1
750;201906;95670000;24;M;3500.0;565.0;672.0;1
751;201906;18045470;42;M;15550.0;151.0;646.0;0
752;201905;5138100;31;F;2200.0;661.0;596.0;1
753;201907;83602050;40;M;1630.0;549.0;698.0;1
754;201906;89204050;39;M;30000.0;924.0;788.0;1
755;201905;30440340;43;F;3000.0;524.0;665.0;0
756;201909;87050440;999;F;4000.0;608.0;630.0;1
757;201908;86780000;62;F;25000.0;549.0;779.0;1
758;201907;81670130;37;M;6000.0;392.0;782.0;1
759;201907;81050170;40;M;8500.0;700.0;798.0;1
760;201909;79490000;28;M;3678.0;436.0;789.0;1
761;201908;13334000;57;M;12000.0;893.0;802.0;1
762;201905;74290130;32;M;2825.0;644.0;614.0;1
763;201905;74335100;29;F;6000.0;2.0;638.0;1
764;201909;31620220;43;M;3000.0;425.0;578.0;0
765;201905;81230060;36;F;3200.0;929.0;656.0;0
766;201905;41480140;35;M;2600.0;289.0;491.0;1
767;201907;59078180;40;F;2200.0;484.0;564.0;1
768;201908;85814514;38;M;3000.0;412.0;684.0;0
769;201909;72220082;25;M;3000.0;878.0;530.0;0
770;201905;84026190;38;F;4500.0;910.0;649.0;1
771;201905;13567010;41;F;4000.0;772.0;666.0;1
772;201909;72871026;29;F;2500.0;81.0;678.0;1
773;201908;95096090;26;M;2053.74;812.0;751.0;1
774;201908;95096090;26;M;2000.0;756.0;751.0;1
775;201907;1553020;57;F;3000.0;699.0;727.0;1
776;201905;29023567;29;M;3000.0;872.0;657.0;1
777;201906;24860000;43;M;5000.0;478.0;552.0;0
778;201907;89820000;38;F;2861.83;534.0;749.0;1
779;201905;47850000;28;M;3000.0;693.0;627.0;0
780;201907;36855000;43;M;1500.0;401.0;512.0;0
781;201909;7793155;58;M;2000.0;471.0;814.0;1
782;201906;44075325;30;M;6550.0;514.0;649.0;1
783;201909;83830033;22;F;2500.0;395.0;695.0;1
784;201908;78520000;29;M;2000.0;562.0;659.0;0
785;201907;48540000;32;F;3500.0;898.0;717.0;1
786;201905;99704040;26;F;2200.0;496.0;507.0;1
787;201909;29704770;40;M;1300.0;780.0;772.0;1
788;201907;49045400;31;M;1300.0;537.0;709.0;0
789;201909;36510000;43;F;3500.0;524.0;721.0;1
790;201909;83015440;38;M;4500.0;770.0;709.0;1
791;201906;89023120;25;F;3500.0;408.0;573.0;1
792;201908;58304500;37;F;4200.0;660.0;657.0;1
793;201906;97105170;26;M;2200.0;512.0;728.0;1
794;201907;57035010;39;F;6000.0;845.0;620.0;1
795;201908;72813370;34;F;2000.0;640.0;758.0;1
796;201909;24431050;44;M;3500.0;523.0;718.0;1
797;201908;86037510;38;M;3000.0;847.0;740.0;0
798;201906;78663000;33;F;2300.0;493.0;632.0;1
799;201909;94045000;28;M;3000.0;51.0;546.0;0
800;201908;45690000;32;M;2500.0;847.0;744.0;1
801;201906;49065470;33;M;2500.0;425.0;611.0;0
802;201907;12919140;58;M;10000.0;721.0;777.0;1
803;201906;74843170;30;M;5500.0;763.0;725.0;1
804;201907;97920000;27;F;2000.0;752.0;557.0;1
805;201906;65010000;32;M;3000.0;735.0;707.0;1
806;201909;69093511;23;F;1200.0;489.0;659.0;1
807;201907;29119065;43;F;4453.0;521.0;646.0;1
808;201907;83730000;40;M;2866.0;377.0;567.0;0
809;201906;93890000;25;M;2000.0;700.0;731.0;1
810;201908;97576417;25;M;1630.0;769.0;572.0;0
811;201909;80610010;37;M;7000.0;789.0;621.0;1
812;201908;81010080;38;M;1500.0;302.0;570.0;1
813;201908;49630000;31;M;4000.0;784.0;549.0;0
814;201908;93216420;27;F;3000.0;481.0;824.0;1
815;201905;70763510;28;M;6500.0;839.0;666.0;0
816;201908;32677140;41;M;3000.0;526.0;774.0;1
817;201906;74593410;28;F;3803.0;647.0;694.0;1
818;201905;6327310;53;M;8000.0;890.0;727.0;1
819;201908;86802763;39;M;2500.0;521.0;678.0;1
820;201907;46875000;31;F;1260.0;552.0;690.0;1
821;201907;95785000;25;M;3500.0;563.0;573.0;1
822;201908;50080612;41;M;3000.0;766.0;794.0;1
823;201908;6716762;37;M;4471.0;756.0;733.0;1
824;201905;25963270;42;M;9000.0;942.0;766.0;1
825;201906;38160000;30;M;3000.0;851.0;745.0;1
826;201908;96170000;24;M;1600.0;532.0;660.0;1
827;201905;65061450;31;F;10100.0;792.0;721.0;1
828;201907;13348655;56;M;3500.0;851.0;782.0;1
829;201908;27520040;45;F;2000.0;280.0;723.0;1
830;201908;7429820;40;M;2794.0;457.0;641.0;1
831;201909;99050290;23;F;1320.0;685.0;529.0;1
832;201906;76901404;38;M;3400.0;2.0;705.0;0
833;201909;79140000;30;M;1800.0;247.0;609.0;1
834;201908;72127991;29;M;8700.0;679.0;809.0;1
835;201906;27258260;44;M;3000.0;570.0;727.0;0
836;201908;85807070;38;M;10000.0;777.0;725.0;0
837;201906;78850000;29;F;2700.0;264.0;612.0;0
838;201908;75259012;30;F;2500.0;350.0;631.0;1
839;201906;71979720;31;M;1800.0;679.0;541.0;1
840;201909;44071776;31;F;4760.2;784.0;675.0;0
841;201909;78850000;30;F;2800.0;537.0;520.0;0
842;201909;43700000;31;F;5000.0;683.0;699.0;0
843;201909;40050300;31;M;8000.0;571.0;789.0;1
844;201905;74010010;30;M;1800.0;691.0;753.0;1
845;201907;95250000;23;M;1600.0;534.0;655.0;1
846;201906;87114551;12;M;4120.0;868.0;867.0;1
847;201908;3578000;31;M;1500.0;215.0;577.0;0
848;201907;96060040;26;M;1800.0;884.0;603.0;1
849;201905;93120240;23;F;1400.0;420.0;458.0;0
850;201909;98200000;23;F;2330.0;526.0;690.0;1
851;201909;26116630;47;M;3400.0;338.0;566.0;1
852;201907;35047030;43;F;2000.0;369.0;693.0;1
853;201905;99700000;23;F;1800.0;305.0;654.0;1
854;201907;48540000;32;M;2500.0;731.0;646.0;1
855;201909;44007270;31;F;4000.0;509.0;701.0;1
856;201908;27542170;42;M;6000.0;831.0;769.0;0
857;201908;81470096;36;M;5000.0;826.0;683.0;1
858;201907;83829298;39;M;2441.0;471.0;552.0;0
859;201908;76410000;29;M;6500.0;545.0;671.0;1
860;201907;46900000;41;M;2994.0;889.0;776.0;1
861;201907;70292100;24;F;2100.0;563.0;552.0;1
862;201908;83326530;39;F;5000.0;775.0;627.0;0
863;201907;88805050;37;M;4000.0;896.0;740.0;1
864;201905;83535000;38;F;3253.0;627.0;701.0;1
865;201907;55015080;39;F;4300.0;769.0;661.0;1
866;201908;84174060;38;M;2100.0;713.0;739.0;1
867;201907;23093256;45;M;8500.0;478.0;761.0;1
868;201908;97590000;22;M;2500.0;437.0;639.0;1
869;201906;81560040;38;M;3000.0;219.0;577.0;0
870;201905;49060400;30;F;1890.0;853.0;668.0;1
871;201906;43700000;37;F;6000.0;767.0;815.0;1
872;201906;91920250;24;M;3047.15;893.0;588.0;1
873;201909;78400000;21;M;1600.0;716.0;698.0;1
874;201905;4126070;32;M;5200.0;759.0;737.0;1
875;201907;62100000;30;M;2984.0;493.0;639.0;0
876;201908;23052320;45;F;2600.0;331.0;579.0;1
877;201908;42849000;42;M;2500.0;495.0;843.0;1
878;201909;4622001;60;M;4800.0;787.0;678.0;0
879;201908;68488000;21;M;1185.0;465.0;647.0;1
880;201908;95590000;24;M;1800.0;168.0;574.0;0
881;201909;72135903;30;F;4500.0;820.0;692.0;0
882;201908;96845843;22;M;1600.0;333.0;672.0;1
883;201908;9970200;30;M;3195.0;766.0;631.0;1
884;201906;93950000;21;M;2000.0;411.0;636.0;1
885;201908;79006420;26;F;3500.0;531.0;575.0;1
886;201907;29906840;48;F;2564.0;613.0;780.0;1
887;201908;41330030;26;F;2500.0;647.0;556.0;0
888;201905;71215610;30;M;4500.0;644.0;539.0;1
889;201906;29160000;44;M;4884.0;683.0;672.0;1
890;201907;29018200;43;M;10000.0;571.0;728.0;1
891;201907;72001160;29;M;3000.0;767.0;519.0;0
892;201907;74955320;26;M;2000.0;345.0;581.0;0
893;201907;74955320;26;M;2000.0;345.0;581.0;0
894;201908;65058147;31;F;3000.0;703.0;721.0;1
895;201908;49095799;31;M;7500.0;800.0;738.0;1
896;201906;88085201;37;F;4000.0;815.0;783.0;1
897;201909;75708330;29;M;5230.0;783.0;649.0;0
898;201909;98280000;23;M;1900.0;506.0;610.0;1
899;201909;97935000;25;F;1400.0;428.0;602.0;1
900;201907;80240030;64;F;6650.0;627.0;694.0;1
901;201907;95745000;26;M;1500.0;454.0;620.0;0
902;201908;59031030;38;F;2056.0;702.0;701.0;1
903;201907;60534020;29;M;2574.0;584.0;712.0;1
904;201905;52030140;37;M;2000.0;702.0;560.0;0
905;201906;65950000;31;M;9389.3;713.0;718.0;1
906;201909;64208400;25;F;4000.0;612.0;566.0;1
907;201909;20510150;46;M;3000.0;380.0;816.0;1
908;201906;74630280;41;M;12136.0;837.0;698.0;1
909;201905;23570285;46;F;1325.31;579.0;746.0;1
910;201907;88117010;24;M;1600.0;319.0;628.0;1
911;201906;88330456;36;M;6000.0;663.0;652.0;0
912;201906;89295000;38;F;3800.0;565.0;659.0;0
913;201908;84015370;35;M;4500.0;794.0;706.0;1
914;201907;95555000;24;F;3500.0;828.0;627.0;1
915;201909;95780000;21;M;1250.0;311.0;498.0;0
916;201905;2132020;40;M;3451.0;501.0;603.0;1
917;201908;38412324;41;F;4000.0;806.0;504.0;0
918;201909;38412324;41;F;4000.0;559.0;535.0;0
919;201909;76360000;30;M;1900.0;719.0;594.0;0
920;201907;75803295;28;F;4800.0;2.0;568.0;0
921;201907;75093715;70;M;9533.0;700.0;800.0;1
922;201909;13424300;57;M;6140.38;893.0;835.0;1
923;201907;20921430;45;M;3000.0;448.0;692.0;1
924;201907;4560000;27;F;6000.0;688.0;720.0;1
925;201908;35900234;41;M;1864.0;325.0;707.0;0
926;201908;65630190;73;M;3778.12;794.0;738.0;1
927;201907;89051460;38;M;1500.0;585.0;786.0;1
928;201908;84010190;37;F;5400.0;644.0;640.0;1
929;201909;70762010;31;M;2000.0;422.0;659.0;1
930;201907;30270390;41;M;4800.0;699.0;609.0;1
931;201909;91750170;24;F;4000.0;781.0;658.0;0
932;201907;96770000;22;M;1563.0;714.0;687.0;1
933;201906;26285150;43;M;2600.0;476.0;653.0;0
934;201908;73750000;28;M;2529.0;493.0;782.0;1
935;201907;75901010;26;F;5500.0;470.0;784.0;1
936;201909;58588000;43;F;1500.0;594.0;743.0;1
937;201908;85601362;37;F;5000.0;599.0;732.0;1
938;201909;62230000;30;F;2600.0;612.0;669.0;1
939;201909;36570000;41;M;4000.0;291.0;648.0;0
940;201907;30315000;39;M;16000.0;601.0;662.0;0
941;201907;37036600;42;F;1300.0;560.0;621.0;1
942;201905;88110110;37;F;9088.04;272.0;584.0;1
943;201906;42808060;30;F;2658.0;531.0;691.0;1
944;201909;24230540;46;M;8000.0;570.0;688.0;1
945;201907;85605000;38;F;12000.0;814.0;772.0;1
946;201908;82530420;38;F;4600.0;372.0;626.0;0
947;201908;33170010;39;M;4500.0;730.0;609.0;0
948;201908;75713175;41;F;7500.0;498.0;682.0;1
949;201908;74643050;27;M;2800.0;422.0;726.0;1
950;201907;80630280;38;M;11000.0;173.0;727.0;0
951;201907;74663520;30;M;2000.0;745.0;764.0;1
952;201909;68537000;23;M;4600.0;658.0;578.0;0
953;201907;35300104;49;M;10000.0;412.0;590.0;0
954;201907;38120000;40;F;2900.0;548.0;806.0;1
955;201906;78820000;30;M;2000.0;565.0;660.0;1
956;201908;78820000;30;M;3000.0;621.0;716.0;1
957;201909;69312095;27;M;5000.0;683.0;514.0;0
958;201907;85118000;37;F;4300.0;414.0;603.0;1
959;201907;58900000;39;M;7000.0;730.0;688.0;1
